Gene ID;Gene Name or Symbol;Product Description;Variantome;Fraschka;ChIP on ChIP;Our ChIP seq;Likely Variant ;Final LC;Final Customized;Final HC
PF3D7_1108800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1108900;N/A;tetratricopeptide repeat protein, putative;;;;;;;;
PF3D7_1109000;N/A;small nucleolar RNA snoR07;;;;;;;;
PF3D7_1109100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1109200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1109300;N/A;small nucleolar RNA snR61/Z1/Z11;;;;;;;;
PF3D7_1109400;ENP1;essential nuclear protein 1, putative;;;;;;;;
PF3D7_1109500;N/A;small nucleolar RNA snoR09;;;;;;;;
PF3D7_1109600;N/A;small nucleolar RNA SNORD127;;;;;;;;
PF3D7_1109700;N/A;small nucleolar RNA snoR11;;;;;;;;
PF3D7_1109800;N/A;small nucleolar RNA snoR12;;;;;;;;
PF3D7_1109900;RPL36;60S ribosomal protein L36;;;;;;;;
PF3D7_1110000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1110100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1110200;PRPF6;pre-mRNA-processing factor 6, putative;;;;;;;;
PF3D7_1110300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1110400;N/A;RNA-binding protein, putative;;;;;;;;
PF3D7_1110500;VPS35;vacuolar protein sorting-associated protein 35, putative;;;;;;;;
PF3D7_1110600;N/A;mitochondrial ribosomal protein L11 precursor, putative;;;;;;;;
PF3D7_1110700;ALP1;actin-like protein, putative;;;;;;;;
PF3D7_1110800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1110900;N/A;ES2 protein, putative;;;;;;;;
PF3D7_1111000;N/A;tRNA m5C-methyltransferase, putative;;;;;;;;
PF3D7_1111100;RFC5;replication factor C subunit 5, putative;;;;;;;;
PF3D7_1111200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1111300;BOS1;protein transport protein BOS1, putative;YES;;;;;YES;;
PF3D7_1111400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1111500;N/A;acylphosphatase, putative;;;;;;;;
PF3D7_1111600;N/A;endonuclease/exonuclease/phosphatase family protein, putative;;;;;;;;
PF3D7_1111700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1111800;N/A;peptidyl-prolyl cis-trans isomerase, putative;;;;;;;;
PF3D7_1111900;N/A;Josephin domain-containing protein, putative;;;;;;;;
PF3D7_1112000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1112100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1112200;COQ4;ubiquinone biosynthesis protein COQ4, putative;;;;;;;;
PF3D7_1112300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1112400;N/A;nucleic acid binding protein, putative;;;;;;;;
PF3D7_1112500;N/A;RNA transcription, translation and transport factor protein, putative;;;;;;;;
PF3D7_1112600;N/A;ATPase, putative;;;;;;;;
PF3D7_1112700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1112800;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1112900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1113000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1113100;PRL;protein tyrosine phosphatase;;;;;;;;
PF3D7_1113200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1113300;UGT;UDP-galactose transporter, putative;;;;;;;;
PF3D7_1113400;DSK2;ubiquitin domain-containing protein DSK2, putative;;;;;;;;
PF3D7_1113500;N/A;GTP-binding protein, putative;;;;;;;;
PF3D7_1113600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1113700;GLO1;glyoxalase I;;;;;;;;
PF3D7_1113800;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1113900;MAPK2;mitogen-activated protein kinase 2;;;;;;;;
PF3D7_1114000;N/A;dynein light chain Tctex-type, putative;;;;;;;;
PF3D7_1114100;ROM1;rhomboid protease ROM1;;;;;;;;
PF3D7_1114200;N/A;GTPase-activating protein, putative;;;;;;;;
PF3D7_1114300;N/A;unspecified product;;;;;;;;
PF3D7_1114400;N/A;RAP protein, putative;;;;;;;;
PF3D7_1114500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1114600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1114700;CLK3;serine/threonine protein kinase, putative;;;;;;;;
PF3D7_1114800;G3PDH;glycerol-3-phosphate dehydrogenase, putative;;;;;;;;
PF3D7_1114900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1115000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1115100;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1115200;SET7;histone-lysine N-methyltransferase SET7;;;;;;;;
PF3D7_1115300;FP2B;cysteine proteinase falcipain 2b;;;;;;;;
PF3D7_1115400;FP3;cysteine proteinase falcipain 3;;;;;;;;
PF3D7_1115500;ApiAP2;AP2 domain transcription factor, putative;;;;;;;;
PF3D7_1115600;CYP19B;peptidyl-prolyl cis-trans isomerase;;;;;;;;
PF3D7_1115700;FP2A;cysteine proteinase falcipain 2a;;;;;;;;
PF3D7_1115800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1115900;DHHC9;palmitoyltransferase DHHC9;;;;;;;;
PF3D7_1116000;RON4;rhoptry neck protein 4;;;;;;;;
PF3D7_1116100;N/A;serine esterase, putative;;;;;;;;
PF3D7_1116200;PDX2;pyridoxine biosynthesis protein PDX2;;;;;;;;
PF3D7_1116300;CYP19C;peptidyl-prolyl cis-trans isomerase;;;;;;;;
PF3D7_1116400;SEC12;guanine nucleotide-exchange factor SEC12;;;;;;;;
PF3D7_1116500;FT2;folate transporter 2;;;;;;;;
PF3D7_1116600;STT3;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3, putative;;;;;;;;
PF3D7_1116700;DPAP1;dipeptidyl aminopeptidase 1;;;;;;;;
PF3D7_1116800;HSP101;heat shock protein 101;;;;;;;;
PF3D7_1116900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1117000;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1117100;UCH54;ubiquitin carboxyl-terminal hydrolase UCH54;;;;;;;;
PF3D7_1117200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1117300;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1117400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1117500;TyrRSapi;tyrosine--tRNA ligase;;;;;;;;
PF3D7_1117600;ICT1;peptidyl-tRNA hydrolase ICT1;;;;;;;;
PF3D7_1117700;RAN;GTP-binding nuclear protein RAN/TC4;;;;;;;;
PF3D7_1117800;MLH;DNA mismatch repair protein MLH;;;;;;;;
PF3D7_1117900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1118000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1118100;AP1S;AP-1 complex subunit sigma, putative;;;;;;;;
PF3D7_1118200;N/A;heat shock protein 90, putative;;;;;;;;
PF3D7_1118300;N/A;insulinase, putative;;;;;;;;
PF3D7_1118400;N/A;haloacid dehalogenase-like hydrolase, putative;;;;;;;;
PF3D7_1118500;NOP56;nucleolar protein 56, putative;;;;;;;;
PF3D7_1118600;MYST;histone acetyltransferase MYST;;;;;;;;
PF3D7_1118700;MLC-B;myosin light chain B;;;;;;;;
PF3D7_1118800;ARC40;actin-related protein 2/3 complex subunit 1, putative;;;;;;;;
PF3D7_1118900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1119000;N/A;acyl-CoA-binding protein, putative;;;;;;;;
PF3D7_1119100;N/A;tRNA m(1)G methyltransferase, putative;;;;;;;;
PF3D7_1119200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1119300;U2AF1;splicing factor U2AF small subunit, putative;;;;;;;;
PF3D7_1119400;N/A;ubiquitin-protein ligase, putative;;;;;;;;
PF3D7_1119500;N/A;AP-4 complex subunit mu, putative;;;;;;;;
PF3D7_1119600;N/A;ATP-dependent zinc metalloprotease FTSH, putative;;;;;;;;
PF3D7_1119700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1119800;ASF1;alternative splicing factor ASF-1, putative;;;;;;;;
PF3D7_1119900;SEC16;protein transport protein SEC16, putative;;;;;;;;
PF3D7_1120000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1120100;PGM1;phosphoglycerate mutase, putative;;;;;;;;
PF3D7_1120200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1120300;MIT1;CorA-like Mg2+ transporter protein, putative;;;;;;;;
PF3D7_1120400;N/A;alpha/beta hydrolase fold domain containing protein, putative;;;;;;;;
PF3D7_1120500;N/A;tRNA nucleotidyltransferase, putative;;;;;;;;
PF3D7_1120600;N/A;DDRGK domain-containing protein, putative;;;;;;;;
PF3D7_1120700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1120800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1120900;HSBP;heat shock factor-binding protein 1;;;;;;;;
PF3D7_1121000;DHHC3;palmitoyltransferase DHHC3;;;;;;;;
PF3D7_1121100;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1121200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1121300;TKL2;tyrosine kinase-like protein;;;;;;;;
PF3D7_1121400;N/A;WD repeat-containing protein, putative;;;;;;;;
PF3D7_1121500;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1121600;EXP1;exported protein 1;;;;;;;;
PF3D7_1121700;GCN20;protein GCN20;;;;;;;;
PF3D7_1121800;N/A;peptidase M16, putative;;;;;;;;
PF3D7_1121900;N/A;serine/threonine protein kinase, putative;;;;;;;;
PF3D7_1122000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1122100;GPI16;GPI transamidase component GPI16, putative;;;;;;;;
PF3D7_1122200;N/A;JmjC domain-containing protein, putative;;;;;;;;
PF3D7_1122300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1122400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1122500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1122600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1122700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1122800;CDPK6;calcium-dependent protein kinase 6;;;;;;;;
PF3D7_1122900;N/A;dynein heavy chain, putative;;;;;;;;
PF3D7_1123000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1123100;CDPK7;calcium-dependent protein kinase 7;;;;;;;;
PF3D7_1123200;LRR11;leucine-rich repeat protein;;;;;;;;
PF3D7_1123300;N/A;RING zinc finger protein, putative;;;;;;;;
PF3D7_1123400;N/A;translation elongation factor EF-1, subunit alpha, putative;;;;;;;;
PF3D7_1123500;GP2;golgi protein 2;;;;;;;;
PF3D7_1123600;N/A;RAP protein, putative;;;;;;;;
PF3D7_1123700;N/A;mitochondrial ribosomal protein L37, putative;;;;;;;;
PF3D7_1123800;SMC5;structural maintenance of chromosomes protein 5, putative;;;;;;;;
PF3D7_1123900;SNU13;13 kDa ribonucleoprotein-associated protein, putative;;;;;;;;
PF3D7_1124000;ERO1;endoplasmic reticulum oxidoreductin, putative;;;;;;;;
PF3D7_1124100;BDCP;BEACH domain-containing protein, putative;;;;;;;;
PF3D7_1124200;N/A;thioredoxin-like protein, putative;;;;;;;;
PF3D7_1124300;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1124400;LSM1;U6 snRNA-associated Sm-like protein LSm1, putative;;;;;;;;
PF3D7_1124500;pdhA;pyruvate dehydrogenase E1 component subunit alpha;;;;;;;;
PF3D7_1124600;EK;ethanolamine kinase;;;;;;;;
PF3D7_1124700;MGE1;GrpE protein homolog, mitochondrial, putative;;;;;;;;
PF3D7_1124800;RRS1;ribosome biogenesis regulatory protein, putative;;;;;;;;
PF3D7_1124900;RPL35;60S ribosomal protein L35, putative;;;;;;;;
PF3D7_1125000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1125100;ICAP2;ATP synthase F0 subunit b-like protein, putative;;;;;;;;
PF3D7_1125200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1125300;mtRNAP;DNA-directed RNA polymerase;;;;;;;;
PF3D7_1125400;TIM44;mitochondrial import inner membrane translocase subunit TIM44, putative;;;;;;;;
PF3D7_1125500;SNRPD1;small nuclear ribonucleoprotein Sm D1, putative;;;;;;;;
PF3D7_1125600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1125700;N/A;kelch domain-containing protein, putative;;;;;;;;
PF3D7_1125800;N/A;kelch domain-containing protein, putative;;;;;;;;
PF3D7_1125900;N/A;XTBD domain-containing protein, putative;;;;;;;;
PF3D7_1126000;ThrRS;threonine--tRNA ligase;;;;;;;;
PF3D7_1126100;ATG7;autophagy-related protein 7, putative;;;;;;;;
PF3D7_1126200;RPS18;40S ribosomal protein S18, putative;;;;;;;;
PF3D7_1126300;N/A;DnaJ protein, putative;;;;;;;;
PF3D7_1126400;MED21;mediator of RNA polymerase II transcription subunit 21, putative;;;;;;;;
PF3D7_1126500;N/A;WD repeat-containing protein, putative;;;;;;;;
PF3D7_1126600;N/A;steryl ester hydrolase, putative;;;;;;;;
PF3D7_1126700;ATG23;autophagy-related protein 23, putative;;;;;;;;
PF3D7_1126800;N/A;RNA-binding protein, putative;;;;;;;;
PF3D7_1126900;SNRPF;small nuclear ribonucleoprotein F, putative;;;;;;;;
PF3D7_1127000;N/A;protein phosphatase, putative;;;;;;;;
PF3D7_1127100;dUTPase;deoxyuridine 5'-triphosphate nucleotidohydrolase;;;;;;;;
PF3D7_1127200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1127300;N/A;tRNA (guanine-N(7)-)-methyltransferase, putative;;;;;;;;
PF3D7_1127400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1127500;N/A;protein disulfide-isomerase, putative;;;;;;;;
PF3D7_1127600;N/A;CRAL/TRIO domain-containing protein, putative;;;;;;;;
PF3D7_1127700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1127800;N/A;TFIIS central domain-containing protein, putative;;;;;;;;
PF3D7_1127900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1128000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1128100;N/A;prefoldin subunit 5, putative;;;;;;;;
PF3D7_1128200;MBF1;multiprotein-bridging factor 1, putative;;;;;;;;
PF3D7_1128300;PFK11;ATP-dependent 6-phosphofructokinase;;;;;;;;
PF3D7_1128400;FPPS/GGPPS;bifunctional farnesyl/geranylgeranyl diphosphate synthase;;;;;;;;
PF3D7_1128500;N/A;Fe-S cluster assembly protein, putative;;;;;;;;
PF3D7_1128600;NOT2;CCR4-NOT transcription complex subunit 2, putative;;;;;;;;
PF3D7_1128700;GPI8;GPI-anchor transamidase, putative;;;;;;;;
PF3D7_1128900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1129000;SpdSyn;spermidine synthase;;;;;;;;
PF3D7_1129100;PV1;parasitophorous vacuolar protein 1;;;;;;;;
PF3D7_1129200;RPN7;26S proteasome regulatory subunit RPN7, putative;;;;;;;;
PF3D7_1129300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1129400;NOP2;rRNA (cytosine-C(5))-methyltransferase, putative;;;;;;;;
PF3D7_1129500;N/A;A/G-specific adenine glycosylase, putative;;;;;;;;
PF3D7_1129600;N/A;phosphatidylinositol-4-phosphate 5-kinase, putative;;;;;;;;
PF3D7_1129700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1129800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1129850;N/A;UNC-50 protein, putative, pseudogene;;;;;;;;
PF3D7_1129900;MFR5;major facilitator superfamily-related transporter, putative;;;;;;;;
PF3D7_1130000;PAGM;phosphoacetylglucosamine mutase, putative;;;;;;;;
PF3D7_1130100;RPL38;60S ribosomal protein L38;;;;;;;;
PF3D7_1130200;PfP0;60S ribosomal protein P0;;;;;;;;
PF3D7_1130300;N/A;small nucleolar RNA snoR13;;;;;;;;
PF3D7_1130310;N/A;small nucleolar RNA snoR14a;;;;;;;;
PF3D7_1130400;RPT5;26S protease regulatory subunit 6A, putative;;;;;;;;
PF3D7_1130500;COG2;conserved oligomeric Golgi complex subunit 2, putative;;;;;;;;
PF3D7_1130600;N/A;methyltransferase, putative;;;;;;;;
PF3D7_1130700;SMC1;structural maintenance of chromosomes protein 1, putative;;;;;;;;
PF3D7_1130800;N/A;armadillo repeat protein PF16, putative;;;;;;;;
PF3D7_1130900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1131000;N/A;RNA-binding protein s1, putative;;;;;;;;
PF3D7_1131100;SR1;serpentine receptor, putative;;;;;;;;
PF3D7_1131200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1131300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1131400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1131500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1131600;N/A;kelch domain-containing protein, putative;;;;;;;;
PF3D7_1131700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1131800;N/A;oxysterol-binding protein, putative;;;;;;;;
PF3D7_1131900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1132000;N/A;ubiquitin-like protein, putative;;;;;;;;
PF3D7_1132100;N/A;RNA-binding protein, putative;;;;;;;;
PF3D7_1132200;TCP1;T-complex protein 1 subunit alpha;;;;;;;;
PF3D7_1132300;N/A;nucleic acid binding protein, putative;;;;;;;;
PF3D7_1132400;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1132500;N/A;amino acid transporter, putative;;;;;;;;
PF3D7_1132600;PRP38A;pre-mRNA-splicing factor 38A, putative;;;;;;;;
PF3D7_1132700;mRPL2;50S ribosomal protein L2, putative;;;;;;;;
PF3D7_1132800;AQP;aquaglyceroporin;;;;;;;;
PF3D7_1132900;GCVH;glycine cleavage system H protein;;;;;;;;
PF3D7_1133000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1133100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1133200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1133300;CDC50B;LEM3/CDC50 family protein, putative;;;;;;;;
PF3D7_1133400;AMA1;apical membrane antigen 1;;;;;;;;
PF3D7_1133500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1133600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1133700;N/A;FHA domain-containing protein, putative;;;;;;;;
PF3D7_1133800;N/A;RNA (uracil-5-)methyltransferase, putative;;;;;;;;
PF3D7_1133900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1134000;HSP70-3;heat shock protein 70;;;;;;;;
PF3D7_1134100;PDI-11;protein disulfide isomerase;;;;;;;;
PF3D7_1134200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1134300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1134400;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1134500;N/A;alpha/beta hydrolase, putative;;;;;;;;
PF3D7_1134600;N/A;zinc finger protein, putative;YES;;;;;YES;;
PF3D7_1134700;RPA2;DNA-directed RNA polymerase I subunit RPA2, putative;;;;;;;;
PF3D7_1134800;N/A;coatomer subunit delta;;;;;;;;
PF3D7_1134900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1135000;N/A;PQ-loop repeat-containing protein, unspecified product;;;;;;;;
PF3D7_1135100;PPM8;protein phosphatase PPM8, putative;;;;;;;;
PF3D7_1135200;N/A;regulator of chromosome condensation, putative, pseudogene;;;;;;;;
PF3D7_1135300;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1135400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1135500;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1135600;N/A;condensin-2 complex subunit D3, putative;;;;;;;;
PF3D7_1135700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1135800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1135900;N/A;3-oxo-5-alpha-steroid 4-dehydrogenase, putative;;;;;;;;
PF3D7_1136000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1136100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1136200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1136300;TSN;tudor staphylococcal nuclease;;;;;;;;
PF3D7_1136400;SRP72;signal recognition particle subunit SRP72, putative;;;;;;;;
PF3D7_1136500;CK1;casein kinase 1;;;;;;;;
PF3D7_1136600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1136700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1136800;N/A;DnaJ protein, putative;;;;;;;;
PF3D7_1136900;SUB2;subtilisin-like protease 2;;;;;;;;
PF3D7_1137000;N/A;U2 spliceosomal RNA;;;;;;;;
PF3D7_1137100;N/A;mitochondrial ribosomal protein S9 precursor, putative;;;;;;;;
PF3D7_1137200;AEP;apical exonemal protein;;;;;;;;
PF3D7_1137300;N/A;CLPTM1 domain-containing protein, putative;;;;;;;;
PF3D7_1137400;N/A;UVB-resistance protein UVR8 homologue;;;;;;;;
PF3D7_1137500;N/A;apicoplast ribosomal protein S14p/S29e precursor, putative;;;;;;;;
PF3D7_1137600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1137700;N/A;calcium-binding protein, putative;;;;;;;;
PF3D7_1137800;SPELD;sporozoite surface protein essential for liver stage development, putative;;;;;;;;
PF3D7_1137900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1138000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1138100;URM1;ubiquitin-related modifier 1, putative;;;;;;;;
PF3D7_1138200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1138300;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1138400;GCalpha;guanylyl cyclase;;;;;;;;
PF3D7_1138500;PPM2;protein phosphatase PPM2;;;;;;;;
PF3D7_1138600;N/A;beta-catenin-like protein 1, putative;;;;;;;;
PF3D7_1138700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1138800;N/A;WD repeat-containing protein, putative;;;;;;;;
PF3D7_1138900;N/A;unspecified product;;;;;;;;
PF3D7_1139000;N/A;unspecified product;;;;;;;;
PF3D7_1139100;N/A;RNA-binding protein, putative;;;;YES;;YES;YES;
PF3D7_1139200;N/A;VPS9 domain-containing protein, putative;;;;;;;;
PF3D7_1139300;ApiAP2;AP2 domain transcription factor, putative;;;;;;;;
PF3D7_1139400;N/A;unspecified product;;;;;;;;
PF3D7_1139500;N/A;AAA family ATPase, putative, unspecified product;;;;;;;;
PF3D7_1139600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1139700;N/A;adrenodoxin reductase, putative;;;;;;;;
PF3D7_1139800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1139900;EMC8;ER membrane protein complex subunit 8, putative;;;;;;;;
PF3D7_1140000;CA;carbonic anhydrase;;;;;;;;
PF3D7_1140100;N/A;V-type proton ATPase subunit F, putative;;;;;;;;
PF3D7_1140200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1140300;N/A;P-loop containing nucleoside triphosphate hydrolase, putative;;;;;;;;
PF3D7_1140400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1140500;MyoK;myosin K, putative;;;;;;;;
PF3D7_1140600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1140700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1140800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1140900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1141000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1141100;N/A;conserved Plasmodium protein, unknown function;YES;;YES;;;YES;YES;YES
PF3D7_1141200;N/A;ATP synthase-associated protein, putative;;;;;;;;
PF3D7_1141300;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1141400;PIGH;phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative;;;;;;;;
PF3D7_1141500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1141600;DPM1;dolichol-phosphate mannosyltransferase;;;;;;;;
PF3D7_1141700;N/A;OTU domain-containing protein, putative;;;;;;;;
PF3D7_1141800;N/A;EELM2 domain-containing protein, putative;;;;;;;;
PF3D7_1141900;IMC1b;inner membrane complex protein 1b, putative;;;;;;;;
PF3D7_1142000;N/A;heptatricopeptide repeat-containing protein, putative;;;;;;;;
PF3D7_1142100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1142200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1142300;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1142400;CPO;coproporphyrinogen-III oxidase;;;;;;;;
PF3D7_1142500;RPL28;60S ribosomal protein L28;;;;;;;;
PF3D7_1142600;N/A;60S ribosomal protein L35ae, putative;;;;;;;;
PF3D7_1142700;N/A;methyltransferase, putative;;;;;;;;
PF3D7_1142800;N/A;ATP synthase-associated protein, putative;;;;;;;;
PF3D7_1142900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1143000;N/A;alpha/beta hydrolase, putative;;;;;;;;
PF3D7_1143100;ApiAP2;AP2 domain transcription factor AP2-O, putative;;;;;;;;
PF3D7_1143200;N/A;DnaJ protein, putative;;;;;;;;
PF3D7_1143300;RPC40;DNA-directed RNA polymerases I and III subunit RPAC1, putative;;;;;;;;
PF3D7_1143400;N/A;translation initiation factor eIF-1A, putative;;;;;;;;
PF3D7_1143500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1143600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1143700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1143800;CAP93;oocyst capsule protein Cap93, putative;;;;;;;;
PF3D7_1143900;N/A;ATP-dependent (S)-NAD(P)H-hydrate dehydratase, putative;;;;;;;;
PF3D7_1144000;RPS21;40S ribosomal protein S21;;;;;;;;
PF3D7_1144100;N/A;mitochondrial large subunit ribosomal protein, putative;;;;;;;;
PF3D7_1144200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1144300;RPL41;60S ribosomal protein L41;;;;;;;;
PF3D7_1144400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1144500;AOS1;SUMO-activating enzyme subunit 1;;;;;;;;
PF3D7_1144600;TFG2;transcription initiation factor IIF subunit beta, putative;;;;;;;;
PF3D7_1144700;TIC20;apicoplast import protein Tic20, putative;;;;;;;;
